direction,records,records_loosened,records_tightened,published_name,gbif_species,old_taxon_id,old_taicol_id,old_scientific_name,old_common_name_zh,new_taxon_id,new_taicol_id,new_scientific_name,new_common_name_zh,precision_before,precision_after,resolved_via,note
unresolved,1,0,0,Prinia crinigera striata,,,,,,,,,,coarse_10km 1,coarse_10km 1,,the name suggests Prinia striata (t0098584) but TaiCOL says t0085129. A biologist decides; nothing is remapped.
unresolved,1,0,0,"Tarsiger Hodgson, 1845",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Pseudoamolops Fei, Ye & Jiang, 2000",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Numenius Brisson, 1760",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Candidiopotamon Bott, 1967",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Neosarmatium Serène & Soh, 1970",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Psittacidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Ptyas Fitzinger, 1843",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Chelonia Brongniart, 1800",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Sesarmops Serène & Soh, 1970",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Lanius Linnaeus, 1758",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Cervidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Caprimulgidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Chodsigoa Kastchenko, 1907",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Cetacea,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Columba Linnaeus, 1758",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Anthus Bechstein, 1805",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Sciuridae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Amaurornis Reichenbach, 1853",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Talpidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Calidris Merrem, 1804",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Motacilla Linnaeus, 1758",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Ixobrychus Billberg, 1828",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Laridae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Varuna H.Milne Edwards, 1830",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Agamidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Gecarcinidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Cricetidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Cardisoma Latreille, 1828",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Elapidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Macaca Lacépède, 1799",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,Cheloniidae,,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Gekko Laurenti, 1768",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Charadrius Linnaeus, 1758",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Cettia Bonaparte, 1834",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
unresolved,1,0,0,"Pycnonotus F.Boie, 1826",,,,,,,,,,coarse_10km 1,coarse_10km 1,,not identified to species
